congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id,is_returned,is_meal
LEONARDO VILELA,74368.0,421.0,2011.0,GO,PSDB,53,13,Congressperson meal,0,,LUCCA RESTAURANTE E SERVIÇOS LTDA.,4777798000133,026307,0,2010-06-16T00:00:00,29.5,0.0,29.5,6,2010,0,,,482140,[None],0.0,1584,1877289,True,True
ALFREDO SIRKIS,116663.0,321.0,2011.0,RJ,PSB,54,13,Congressperson meal,0,,MONTEBIANCO GASTRONOMIA LTDA,8985565000187,122665,0,2012-07-07T00:00:00,119.0,0.0,119.0,7,2012,0,,,624500,[None],0.0,2309,2356573,True,True
MARCOS MONTES,141500.0,257.0,2015.0,MG,PSD,53,13,Congressperson meal,0,,FOGÃO DE PEDRA,1114253000159,10675,0,2010-06-21T00:00:00,38.24,0.0,38.24,6,2010,0,,,483143,[None],0.0,1889,1881603,True,True
RONALDO LESSA,178845.0,173.0,2015.0,AL,PDT,55,13,Congressperson meal,0,,RESTAURANTE PICANHAS DO SUL LTDA,38020285000103,34616,0,2016-07-07T00:00:00,88.66,0.0,88.66,7,2016,0,,,1307251,[None],0.0,3003,6049651,True,True
MENDONÇA FILHO,74428.0,154.0,2015.0,PE,DEM,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,082742,0,2016-04-26T00:00:00,63.19,0.0,63.19,4,2016,0,,,1285299,[None],0.0,1087,5980662,True,True
ELISEU PADILHA,73892.0,578.0,2011.0,RS,PMDB,54,13,Congressperson meal,0,,QUERO BIS ALIMENTOS LTDA,2895507000267,088673,0,2013-09-13T00:00:00,27.28,0.0,27.28,9,2013,0,,,1069914,[None],0.0,1014,5263788,True,True
JORGE CÔRTE REAL,160572.0,150.0,2015.0,PE,PTB,55,13,Congressperson meal,0,,ISALOMA REFEIÇÕES LTDA,4944076000126,028995,0,2016-09-16T00:00:00,74.99,0.0,74.99,9,2016,0,,,1327506,[None],0.0,2256,6114366,True,True
ALEXANDRE SERFIOTIS,178833.0,284.0,2019.0,RJ,PSD,55,13,Congressperson meal,0,,LA BELLA CHURRASCARIA,14251960000139,356439,0,2018-08-10T00:00:00,66.0,0.0,66.0,8,2018,0,,,1525281,[None],0.0,3070,6661163,True,True
FLORIANO PESARO,178979.0,358.0,2015.0,SP,PSDB,55,13,Congressperson meal,0,,PIZZARIA PAULINO JOAO MOURA LTDA ME,21435998000127,006288,4,2018-05-07T00:00:00,107.3,0.0,107.3,5,2018,0,,,1491926,[None],0.0,3042,6572144,True,True
GERMANO BONOW,141443.0,489.0,2007.0,RS,DEM,53,13,Congressperson meal,0,,R A CATERING LTDA,17314329000715,118726,0,2009-12-10T00:00:00,83.6,0.0,83.6,12,2009,0,,,444347,[None],0.0,1843,1744318,True,True
LIRA MAIA,141462.0,28.0,2011.0,PA,DEM,54,13,Congressperson meal,0,,A FORNERIA - R & S COMÉRCIO DE ALIMENTOS LTDA,10761213000190,000075,0,2011-10-27T00:00:00,107.25,0.0,107.25,10,2011,0,,,574571,[None],0.0,1875,2194734,True,True
KEIKO OTA,160659.0,356.0,2015.0,SP,PSB,54,13,Congressperson meal,0,,LANCHONETE C.M.N. MONTANA LTDA,7313854000177,013461,0,2013-05-06T00:00:00,85.0,0.0,85.0,5,2013,0,,,1028853,[None],0.0,2261,5108235,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,RESTAURANTE CANÃA,97346027000172,9563,0,2017-05-01T00:00:00,23.0,0.0,23.0,5,2017,0,,,1382690,[None],0.0,2238,6275932,True,True
OSMAR TERRA,73692.0,497.0,2019.0,RS,MDB,54,13,Congressperson meal,0,,DOM FRANCISCO RESTAURANTE LTDA.,3327191000270,100387,0,2011-05-17T00:00:00,151.88,0.0,151.88,5,2011,0,,,539572,[None],0.0,1514,2075668,True,True
VENEZIANO VITAL DO RÊGO,178913.0,137.0,2015.0,PB,PSB,55,13,Congressperson meal,0,,Fast Nature,8202621000240,138338,0,2017-09-04T00:00:00,38.9,0.0,38.9,9,2017,0,,,1421435,[None],0.0,3060,6385571,True,True
JOÃO PAULO KLEINÜBING,178967.0,485.0,2015.0,SC,DEM,55,13,Congressperson meal,0,,PANIFICIO TAIOENSE LTDA,83533927000114,211985,0,2018-02-24T00:00:00,24.8,0.0,24.8,2,2018,0,,,1468204,[None],0.0,3037,6511372,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,SENAC - LANCHONETE PLENÁRIO,33469172000672,203431,0,2016-05-17T00:00:00,23.9,0.0,23.9,5,2016,0,,,1292902,[None],0.0,2935,6004423,True,True
VILALBA,163322.0,555.0,2011.0,PE,PP**,54,13,Congressperson meal,0,,ENTRE AMIGOS O BODE LTDA,3459794000144,049775,0,2011-10-20T00:00:00,73.06,0.0,73.06,10,2011,0,,,572412,[None],0.0,2427,2203563,True,True
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,13,Congressperson meal,0,,DON'DURICA CAFÉ E RESTAURANTE,4277081000394,03106,0,2015-10-20T00:00:00,76.97,0.0,76.97,10,2015,0,,,1236266,[None],0.0,1951,5823064,True,True
KEIKO OTA,160659.0,356.0,2015.0,SP,PSB,54,13,Congressperson meal,0,,SENAC - SERV. NACIONAL APRENDIZ COMERCIAL,33469172000672,080028,0,2014-03-26T00:00:00,11.0,0.0,11.0,3,2014,0,,,1103165,[None],0.0,2261,5377899,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,Hotel Novo Tamburi,16630145000106,1576,0,2015-10-01T00:00:00,62.0,0.0,62.0,10,2015,0,,,1245908,[None],0.0,2238,5855270,True,True
GUILHERME MUSSI,160667.0,348.0,2019.0,SP,PP,54,13,Congressperson meal,0,,BAR E CAFÉ ABILIO SOARES LTDA,8222881000105,016797,0,2011-04-26T00:00:00,85.0,0.0,85.0,4,2011,0,,,534886,[None],0.0,2252,2060680,True,True
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,STEAK HOUSE BAR E RESTAURANTE LTDA,29871431000105,032843,0,2012-10-11T00:00:00,76.56,0.0,76.56,10,2012,0,,,641990,[None],0.0,1812,2412348,True,True
JOSÉ AUGUSTO MAIA,160661.0,151.0,2011.0,PE,PROS,54,13,Congressperson meal,0,,SERV. NAC. DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,005587,0,2012-07-11T00:00:00,39.0,0.0,39.0,7,2012,0,,,624739,[None],0.0,2314,2357346,True,True
SEVERINO NINHO,167614.0,573.0,2015.0,PE,PSB,54,13,Congressperson meal,0,,CONVENIENCE LA CASA,6092105000102,004060,0,2012-12-04T00:00:00,4.8,0.0,4.8,12,2012,0,,,654401,[None],0.0,2468,2447948,True,True
PENNA,80920.0,551.0,2015.0,SP,PV,54,13,Congressperson meal,0,,MAKITERIA COMERCIO DE ALIMENTOS LTDA,9015924000136,070562,0,2011-04-29T00:00:00,21.7,1.9,19.8,4,2011,0,,,537757,[None],0.0,2375,2069421,True,True
PENNA,80920.0,551.0,2015.0,SP,PV,54,13,Congressperson meal,0,,TB ALIMENTOS BRASILIA LTDA,3496049000175,126295,0,2011-08-19T00:00:00,4.5,0.0,4.5,8,2011,0,,,559406,[None],0.0,2375,2142883,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,55,13,Congressperson meal,0,,MAPA SERVICO DE ALIMENTACAO LT,1999717000151,028995,4,2018-11-23T00:00:00,127.68,0.0,127.68,11,2018,0,,,1542023,[None],0.0,2340,6706429,True,True
DÂMINA PEREIRA,178892.0,227.0,2015.0,MG,PODE,55,13,Congressperson meal,0,,CHOPERIA E RESTAURANTE PINGUIM LTDA,21248404000179,1270,0,2015-10-25T00:00:00,96.89,0.3,96.59,10,2015,0,,,1237671,[None],0.0,3057,5829825,True,True
ANDRÉ ZACHAROW,74377.0,441.0,2011.0,PR,PMDB,54,13,Congressperson meal,0,,M.ZANCHIN RESTAURANTE LANCHONETE,2058910000150,007784,0,2013-08-12T00:00:00,45.0,0.0,45.0,8,2013,0,,,1051614,[None],0.0,1536,5195202,True,True
DR. UBIALI,141498.0,541.0,2011.0,SP,PSB,54,13,Congressperson meal,0,,CANTINA TU CHE SAE LTDA,15625328000170,009964,0,2014-03-21T00:00:00,122.5,0.0,122.5,3,2014,0,,,1105500,[None],0.0,1815,5385427,True,True
JOÃO DADO,73682.0,362.0,2011.0,SP,SD,54,13,Congressperson meal,0,,R.A. CATERING LTDA,17314329000715,358003,0,2012-07-05T00:00:00,40.4,0.0,40.4,7,2012,0,,,625148,[None],0.0,1503,2356498,True,True
DUDIMAR PAXIUBA,161904.0,518.0,2011.0,PA,PROS,54,13,Congressperson meal,0,,LOMBARDIA COMERCIAL LTDA,3874046000128,164215,0,2014-11-18T00:00:00,104.23,0.0,104.23,11,2014,0,,,1155257,[None],0.0,2415,5557868,True,True
TENENTE LÚCIO,178898.0,266.0,2015.0,MG,PR,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,149739,0,2015-06-10T00:00:00,12.0,0.0,12.0,6,2015,0,,,1206791,[None],0.0,3077,5728706,True,True
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,55,13,Congressperson meal,0,,MAX´S RISTORANTE,72282965000125,5292,0,2016-11-15T00:00:00,118.0,0.0,118.0,11,2016,0,,,1338666,[None],0.0,2244,6149843,True,True
WALNEY ROCHA,160631.0,535.0,2015.0,RJ,PATRI,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,228246,0,2016-10-25T00:00:00,21.8,0.0,21.8,10,2016,0,,,1334150,[None],0.0,2369,6136661,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,55,13,Congressperson meal,0,,GSS EMPREENDIMENTOS ALIMENTICIOS EIRELI,24419149000259,47917,0,2017-08-22T00:00:00,8.0,0.0,8.0,8,2017,0,,,1416301,[None],0.0,2340,6368551,True,True
BISPO GÊ TENUTA,3155.0,526.0,2007.0,SP,DEM,53,13,Congressperson meal,0,,ARCOS SOURADOS COM DE ALIMENTOS LTDA,42591651078096,046387,0,2010-07-24T00:00:00,16.0,0.0,16.0,7,2010,0,,,489489,[None],0.0,1972,1905278,True,True
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,13,Congressperson meal,0,,DON´DURICA CAFE E RESTAURANTE LTDA EPP,3070459000150,379827,0,2012-11-30T00:00:00,54.11,0.0,54.11,11,2012,0,,,651511,[None],0.0,1689,2441466,True,True
JORGE TADEU MUDALEN,73535.0,363.0,2015.0,SP,DEM,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL  - SENAC,33469172001644,068933,0,2016-11-30T00:00:00,55.09,0.0,55.09,11,2016,0,,,1341200,[None],0.0,763,6157575,True,True
ROBERTO BRITTO,141529.0,211.0,2015.0,BA,PP,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR,33469172001644,053682,0,2015-05-21T00:00:00,47.63,0.0,47.63,5,2015,0,,,1195685,[None],0.0,1924,5694242,True,True
MOSES RODRIGUES,178997.0,106.0,2019.0,CE,MDB,55,13,Congressperson meal,0,,Restaurante o Trairão Ltda,13506601000112,4765,0,2015-02-05T00:00:00,184.69,0.0,184.69,2,2015,0,,,1173062,[None],0.0,3041,5622804,True,True
NELSON MARCHEZAN JUNIOR,160567.0,509.0,2015.0,RS,PSDB,54,13,Congressperson meal,0,,COCO BANBÚ COM. DE ALIMENTOS,10542662000147,34866,0,2012-02-06T00:00:00,133.87,0.0,133.87,2,2012,0,,,592167,[None],0.0,2409,2251717,True,True
FERNANDO CHUCRE,141344.0,354.0,2007.0,SP,PSDB,53,13,Congressperson meal,0,,ALECRIM DISTRIBUIÇÃO DE ALIMENTOS LTDA.,3619371000144,188369,0,2009-11-18T00:00:00,44.1,0.0,44.1,11,2009,0,,,440844,[None],0.0,1770,1733478,True,True
ALICE PORTUGAL,74057.0,180.0,2019.0,BA,PCdoB,54,13,Congressperson meal,0,,TUTTI DUE COMERCIO DE ALIMENTOS LTDA,4156788000180,134698,0,2013-06-17T00:00:00,31.4,0.0,31.4,6,2013,0,,,1037924,[None],0.0,1531,5142845,True,True
MÁRCIO FRANÇA,141497.0,368.0,2011.0,SP,PSB,54,13,Congressperson meal,0,,LANCHONETE PARRILHA ARGENTINA LTDA,727745000157,15159,0,2013-02-21T00:00:00,198.0,0.0,198.0,2,2013,0,,,1017442,[None],0.0,1886,5064890,True,True
JOSÉ CARLOS ALELUIA,74553.0,207.0,2015.0,BA,DEM,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,083117,0,2016-05-03T00:00:00,59.69,0.0,59.69,5,2016,0,,,1286664,[None],0.0,678,5985201,True,True
CARMEN ZANOTTO,164360.0,477.0,2019.0,SC,PPS,55,13,Congressperson meal,0,,Koni Store,5202077000753,012710,0,2015-06-12T00:00:00,27.0,0.0,27.0,6,2015,0,,,1201414,[None],0.0,2433,5710806,True,True
LUIS CARLOS HEINZE,73483.0,500.0,2015.0,RS,PP,54,13,Congressperson meal,0,,CATIA RAMPANELLI - ME,3049266000117,021229,0,2013-06-13T00:00:00,16.0,0.0,16.0,6,2013,0,,,1036806,[None],0.0,1455,5138530,True,True
CLAUDIO CAJADO,74537.0,186.0,2019.0,BA,PP,55,13,Congressperson meal,0,,CARAMELLA CONFEITARIA E CAFETERIA LTDA EPP,13472749000183,002389,0,2015-11-05T00:00:00,11.5,0.0,11.5,11,2015,0,,,1240247,[None],0.0,995,5838004,True,True
MIGUEL HADDAD,178984.0,377.0,2015.0,SP,PSDB,55,13,Congressperson meal,0,,BSB GRILL  BAR E RESTAURANTE  LTDA,2717608000167,53185,0,2016-05-11T00:00:00,92.0,0.0,92.0,5,2016,0,,,1289777,[None],0.0,2919,5994140,True,True
ANTONIO IMBASSAHY,160530.0,191.0,2015.0,BA,PSDB,54,13,Congressperson meal,0,,TRATTORIA MISTURA FINA,42068932000116,64030,0,2011-03-04T00:00:00,65.0,0.0,65.0,3,2011,0,,,525289,[None],0.0,2295,2028059,True,True
MAURO MARIANI,141507.0,480.0,2015.0,SC,MDB,55,13,Congressperson meal,0,,CHURRASCARIA FOGO DE CHAO LTDA.,8698859000128,223302,0,2017-12-05T00:00:00,164.85,0.0,164.85,12,2017,0,,,1450396,[None],0.0,1892,6462674,True,True
ROSANE FERREIRA,160614.0,459.0,2011.0,PR,PV,54,13,Congressperson meal,0,,TAIOBA SELF-SERVICE LTDA EPP,3346671000520,024503,0,2012-07-11T00:00:00,11.12,0.0,11.12,7,2012,0,,,624787,[None],0.0,2393,2357434,True,True
MIGUEL LOMBARDI,178985.0,378.0,2019.0,SP,PR,55,13,Congressperson meal,0,,ROBEL Produtos Alimentícios Ltda - EPP,9640931000129,12649,0,2016-10-06T00:00:00,85.14,0.0,85.14,10,2016,0,,,1331211,[None],0.0,2995,6125756,True,True
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,53,13,Congressperson meal,0,,CONFEITARIA  RAINHA DE BONSUCESSO LTDA,982778000143,0895,0,2010-10-02T00:00:00,12.4,0.0,12.4,10,2010,0,,,496817,[None],0.0,1812,1932934,True,True
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,55,13,Congressperson meal,0,,DUDUSAN RESTAURANTE E FAST FOOD LTDA,18553269000160,286110,0,2018-11-21T00:00:00,53.57,0.0,53.57,11,2018,0,,,1541760,[None],0.0,1810,6705634,True,True
RUBENS BUENO,73466.0,460.0,2019.0,PR,PPS,54,13,Congressperson meal,0,,MINUTA BUFFET RESTAURANTE DO SENADO,1019348000193,40630,0,2012-11-06T00:00:00,99.0,0.0,99.0,11,2012,0,,,646331,[None],0.0,831,2426079,True,True
ROBINSON ALMEIDA,91208.0,600.0,2015.0,BA,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,5559,0,2017-05-15T00:00:00,22.3,0.0,22.3,5,2017,0,,,1389068,[None],0.0,3169,6293362,True,True
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,13,Congressperson meal,0,,MANZUA RESTAURANTE LTDA.,19465134000106,15760,0,2015-02-02T00:00:00,128.7,0.0,128.7,2,2015,0,,,1172215,[None],0.0,1951,5606290,True,True
ALICE PORTUGAL,74057.0,180.0,2019.0,BA,PCdoB,55,13,Congressperson meal,0,,REI DO CHURRASCO,20680753000100,580,0,2015-10-03T00:00:00,96.0,0.0,96.0,10,2015,0,,,1232441,[None],0.0,1531,5812749,True,True
CAPITÃO FÁBIO ABREU,178924.0,112.0,2019.0,PI,PR,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,29617,4,2018-10-31T00:00:00,29.06,0.0,29.06,10,2018,0,,,1536040,[None],0.0,2896,6690780,True,True
CARLOS ANDRADE,178958.0,3.0,2015.0,RR,PHS,55,13,Congressperson meal,0,,R2 COMÉRCIO DE ALIMENTOS E BEBIDAS LTDA.,11169421000248,13054,0,2016-07-25T00:00:00,89.76,0.0,89.76,7,2016,0,,,1309185,[None],0.0,2960,6056473,True,True
ADRIAN,160577.0,286.0,2011.0,RJ,PMDB,54,13,Congressperson meal,0,,GALETERIA GAUCHA,37092210000167,37285,0,2012-04-18T00:00:00,181.0,0.0,181.0,4,2012,0,,,606687,[None],0.0,2350,2298612,True,True
MARCOS ROGÉRIO,167722.0,49.0,2015.0,RO,DEM,55,13,Congressperson meal,0,,RESTAURANTE MANGAI - MAIA E TAVARES LTDA,3247760000277,369732,0,2015-02-22T00:00:00,75.23,0.0,75.23,2,2015,0,,,1168874,[None],0.0,2473,5609365,True,True
NELSON MARCHEZAN JUNIOR,160567.0,509.0,2015.0,RS,PSDB,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZ.COMERCIAL SENAC,33469172001644,079459,0,2013-06-20T00:00:00,43.7,0.0,43.7,6,2013,0,,,1038398,[None],0.0,2409,5145336,True,True
ROGÉRIO SILVA,198963.0,604.0,2015.0,MT,MDB,55,13,Congressperson meal,0,,Trivial Congelados,8362377000100,9225,0,2017-09-14T00:00:00,50.0,0.0,50.0,9,2017,0,,,1424036,[None],0.0,3173,6392132,True,True
PASTOR EURICO,160642.0,155.0,2019.0,PE,PATRI,56,13,Congressperson meal,0,,SERRANA COMERCIO DE ALIMENTOS LTDA,9550214000106,26909,4,2019-03-12T00:00:00,76.0,0.0,76.0,3,2019,0,,,1573394,[None],0.0,2264,6778388,True,True
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,RPS BAR E RESTAURANTE LTDA.,3956495000115,150784,0,2009-08-12T00:00:00,125.5,0.0,125.5,8,2009,0,,,418422,[None],0.0,1782,1656825,True,True
BISPO GÊ TENUTA,3155.0,526.0,2007.0,SP,DEM,53,13,Congressperson meal,0,,L E R COMERCIAL DE ALIMENTOS LTDA,10594953000189,043944,0,2010-06-18T00:00:00,23.09,0.0,23.09,6,2010,0,,,487058,[None],0.0,1972,1895771,True,True
ZÉ CARLOS,178889.0,86.0,2019.0,MA,PT,55,13,Congressperson meal,0,,COMPANHIA DO GARFO  RESTAURANTE EIRELI EPP,12281802000104,29801,0,2015-12-17T00:00:00,51.76,0.0,51.76,12,2015,0,,,1258423,[None],0.0,3031,5897196,True,True
TONINHO PINHEIRO,160611.0,264.0,2015.0,MG,PP,55,13,Congressperson meal,0,,SENAC LANCHONETE DO PLENÁRIO,33469172000672,203522,0,2015-08-25T00:00:00,21.5,0.0,21.5,8,2015,0,,,1220861,[None],0.0,2285,5774114,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,CASA DO HAMBURGUER,10224599000109,007204,0,2015-09-04T00:00:00,115.0,0.0,115.0,9,2015,0,,,1224209,[None],0.0,2935,5784512,True,True
VITOR LIPPI,178992.0,399.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,WRC RESTAURANTES LTDA SCP,26058791000102,34070,4,2018-02-07T00:00:00,16.5,0.0,16.5,2,2018,0,,,1467633,[None],0.0,2954,6509844,True,True
ANGELO VANHONI,141381.0,453.0,2011.0,PR,PT,54,13,Congressperson meal,0,,RESTAURANTE MADERO DURSKI LTDA,7267962000150,5449,0,2011-07-16T00:00:00,167.42,0.0,167.42,7,2011,0,,,559885,[None],0.0,1781,2144567,True,True
JÚLIA MARINHO,67312.0,34.0,2015.0,PA,PSC,55,13,Congressperson meal,0,,NOKILO RESTAURANTE LTDA.,12475787000127,13676,0,2016-09-27T00:00:00,68.28,0.0,68.28,9,2016,0,,,1327207,[None],0.0,3054,6114290,True,True
TONINHO PINHEIRO,160611.0,264.0,2015.0,MG,PP,54,13,Congressperson meal,0,,SERV. NAC. DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,014297,0,2014-06-04T00:00:00,37.5,0.0,37.5,6,2014,0,,,1131885,[None],0.0,2285,5480882,True,True
ELCIONE BARBALHO,74075.0,21.0,2019.0,PA,MDB,54,13,Congressperson meal,0,,RESTAURANTE DA MINAS LTDA.,4277081000122,036780,0,2011-05-12T00:00:00,56.9,0.0,56.9,5,2011,0,,,540808,[None],0.0,1011,2080117,True,True
VALTENIR PEREIRA,141552.0,536.0,2019.0,MT,MDB,54,13,Congressperson meal,0,,"LEITE, ROCHA E CAPUZZO LTDA",9206409000133,001673,0,2011-06-19T00:00:00,136.84,0.0,136.84,6,2011,0,,,552509,[None],0.0,1946,2118874,True,True
MARCELO BELINATI,178932.0,461.0,2015.0,PR,PP,55,13,Congressperson meal,0,,FRANCISCO RESTAURANTE LTDA,2703510000150,78428,0,2016-06-08T00:00:00,95.9,0.0,95.9,6,2016,0,,,1298076,[None],0.0,3004,6020002,True,True
ACELINO POPÓ,161907.0,522.0,2011.0,BA,PRB,54,13,Congressperson meal,0,,MOIDA COMERCIO DE ALIMENTOS LTDA- ME,1426557000151,13771,0,2011-09-05T00:00:00,98.45,0.0,98.45,9,2011,0,,,567651,[None],0.0,2419,2170589,True,True
WALTER IHOSHI,141560.0,518.0,2015.0,SP,PSD,53,13,Congressperson meal,0,,COMISSARIA AEREA BRASILIA LTDA,303784000470,222061,0,2009-09-03T00:00:00,47.5,0.0,47.5,9,2009,0,,,422130,[None],0.0,1956,1668314,True,True
AUDIFAX,160680.0,274.0,2011.0,ES,PSB,54,13,Congressperson meal,0,,SERV. NAC. DE APREND. COMER. SENAC,33469172000672,050302,0,2011-04-05T00:00:00,9.0,0.0,9.0,4,2011,0,,,529141,[None],0.0,2374,2041683,True,True
MISSIONÁRIO JOSÉ OLIMPIO,160561.0,375.0,2015.0,SP,DEM,55,13,Congressperson meal,0,,DEF ALIMENTOS EIRELI - EPP,21866861000127,044875,0,2016-05-25T00:00:00,41.7,0.0,41.7,5,2016,0,,,1294562,[None],0.0,2388,6009204,True,True
MAURO LOPES,74749.0,252.0,2019.0,MG,MDB,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,11300,4,2018-03-07T00:00:00,73.16,0.0,73.16,3,2018,0,,,1474404,[None],0.0,1125,6525179,True,True
SANDRA ROSADO,74039.0,125.0,2011.0,RN,PSB,54,13,Congressperson meal,0,,CANDIDU´S AUTO MALL,11114059000127,173999,0,2015-01-07T00:00:00,44.44,0.0,44.44,1,2015,0,,,1160614,[None],0.0,1689,5581313,True,True
SÉRGIO MORAES,141542.0,512.0,2015.0,RS,PTB,55,13,Congressperson meal,0,,RESTAURANTE NATURAL GREENS,37124724000157,52380,0,2017-05-30T00:00:00,23.34,0.0,23.34,5,2017,0,,,1391309,[None],0.0,1935,6299723,True,True
ALEXANDRE SERFIOTIS,178833.0,284.0,2019.0,RJ,PSD,55,13,Congressperson meal,0,,CANTINA DO BARROSO,11468277000160,103274,0,2017-03-09T00:00:00,48.87,0.0,48.87,3,2017,0,,,1365747,[None],0.0,3070,6229734,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,WRC Restaurantes LTDA SCP,26058791000102,2456,0,2016-11-10T00:00:00,13.0,0.0,13.0,11,2016,0,,,1337453,[None],0.0,2935,6146153,True,True
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,55,13,Congressperson meal,0,,CPQ BRASIL S/A,74552068002082,65704,0,2017-08-17T00:00:00,27.0,0.0,27.0,8,2017,0,,,1416022,[None],0.0,1901,6369708,True,True
ZEQUINHA MARINHO,73933.0,33.0,2011.0,PA,PSC,54,13,Congressperson meal,0,,NOKILO RESTAURANTE LTDA.,12475787000127,015477,0,2012-11-21T00:00:00,92.0,0.0,92.0,11,2012,0,,,652104,[None],0.0,1709,2443053,True,True
WILLIAM WOO,141563.0,533.0,2015.0,SP,PP,55,13,Congressperson meal,0,,SENAC - LANCHONETE DO PLENÁRIO,33469172000672,193702,0,2016-03-17T00:00:00,23.9,0.0,23.9,3,2016,0,,,1273814,[None],0.0,1958,5944361,True,True
SÉRGIO BRITO,73808.0,213.0,2019.0,BA,PSD,54,13,Congressperson meal,0,,RESTAURANTE BELLA NAPOLI,1210797000114,055887,0,2012-03-19T00:00:00,107.0,0.0,107.0,3,2012,0,,,607749,[None],0.0,169,2292990,True,True
CARLOS EDUARDO CADOCA,74474.0,530.0,2015.0,PE,PDT,53,13,Congressperson meal,0,,RPS BAR E RESTAURANTE LTDA,3956495000115,160140,0,2009-12-22T00:00:00,150.0,0.0,150.0,12,2009,0,,,449310,[None],0.0,1325,1761271,True,True
DR. ADILSON SOARES,141371.0,293.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,CAFE EBAR  CANADA,33242736000125,012660,0,2012-07-20T00:00:00,29.5,0.0,29.5,7,2012,0,,,626385,[None],0.0,1812,2362472,True,True
DARCÍSIO PERONDI,73891.0,529.0,2019.0,RS,MDB,54,13,Congressperson meal,0,,RESTAURANTE IGUARIA PALACE LTDA,11421202000123,097736,0,2014-06-24T00:00:00,96.48,0.0,96.48,6,2014,0,,,1127690,[None],0.0,999,5465013,True,True
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,55,13,Congressperson meal,0,,KIMUKEKA RESTAURANTE FRUTOS DO MAR,29427378000158,10344,4,2018-11-22T00:00:00,84.75,0.0,84.75,11,2018,0,,,1543565,[None],0.0,1810,6710584,True,True
JERÔNIMO GOERGEN,160570.0,505.0,2019.0,RS,PP,55,13,Congressperson meal,0,,Restaurante Bordignon Ltda,5473278000108,13398,0,2016-12-21T00:00:00,19.3,0.0,19.3,12,2016,0,,,1354817,[None],0.0,2340,6198417,True,True
VICTOR MENDES,178888.0,82.0,2015.0,MA,MDB,55,13,Congressperson meal,0,,Restaurante Nippon,6098111000169,27584,0,2015-11-25T00:00:00,102.0,0.0,102.0,11,2015,0,,,1249215,[None],0.0,2975,5867453,True,True
PADRE TON,160670.0,48.0,2011.0,RO,PT,54,13,Congressperson meal,0,,NATURETO RESTAURANTE NATURAL,984060000277,111889,0,2011-04-26T00:00:00,6.55,0.0,6.55,4,2011,0,,,534975,[None],0.0,2372,2060755,True,True
