congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id
BRUNO ARAÚJO,141394.0,146.0,2015.0,PE,PSDB,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: CLCMGB,0,2014-06-15T00:00:00,1021.55,0.0,1021.55,6,2014,0,BRUNO ARAÚJO,BSB/REC,0,['0'],,1791,876817
VADÃO GOMES,73564.0,392.0,2007.0,SP,PP**,53,10,Telecommunication,0,,BRASILTELECOM S.A,76535764032851,000323076,0,2010-06-09T00:00:00,847.87,0.0,847.87,6,2010,0,,,487107,[nan],0.0,756,1896030
GABRIEL CHALITA,160537.0,347.0,2011.0,SP,PMDB,54,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO MAKARI LTDA,48794085000153,006945,0,2011-05-12T00:00:00,818.93,0.0,818.93,5,2011,0,,,542878,[nan],0.0,2358,2085937
FÁBIO RAMALHO,141427.0,238.0,2019.0,MG,MDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: BHMHPQ,0,2015-03-18T00:00:00,687.93,0.0,687.93,3,2015,0,FÁBIO RAMALHO,BSB/CNF,0,['0'],,1830,971597
PEPE VARGAS,141445.0,503.0,2015.0,RS,PT,54,15,Automotive vehicle renting or watercraft charter,0,,DAER,92883834000100,SN,1,2011-07-19T00:00:00,4.8,0.0,4.8,7,2011,0,,,552974,[nan],0.0,1911,2120670
ORLANDO SILVA,178987.0,386.0,2019.0,SP,PCdoB,55,122,"Taxi, toll and parking",0,,SINPETAXI,31708000100,s/n,1,2015-11-03T00:00:00,13.0,0.0,13.0,11,2015,0,,,1244526,[nan],0.0,2957,5851763
LAURIETE,160534.0,281.0,2019.0,ES,PR,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: IYRLWP,0,2013-02-22T00:00:00,123.47,0.0,123.47,2,2013,0,LAURIETE,CNF/BSB,0,['0'],,2355,639384
EDUARDO LOPES,4928.0,525.0,2007.0,RJ,PRB,53,1,Maintenance of office supporting parliamentary activity,0,,CORRETA H.J PROCESSAMENTO DE DADOS LTDA.,4167123000172,1503,0,2010-01-04T00:00:00,590.0,0.0,590.0,1,2010,0,,,451451,[nan],0.0,1971,1769150
BETO FARO,141335.0,19.0,2019.0,PA,PT,55,1,Maintenance of office supporting parliamentary activity,0,,WANE DA PAIXAO NUNES 01936893240,27675584000151,71752,4,2019-01-04T00:00:00,1012.0,0.0,1012.0,1,2019,0,,,1552617,[nan],0.0,1768,6733763
HELDER SALOMÃO,178873.0,279.0,2019.0,ES,PT,55,122,"Taxi, toll and parking",0,,SINPETAXI,31708000100,s/n,1,2015-04-27T00:00:00,50.0,0.0,50.0,4,2015,0,,,1186522,[nan],0.0,2894,5665814
LAUDIVIO CARVALHO,178894.0,234.0,2015.0,MG,PODE,55,11,Postal services,0,,CORREIOS - SEDEX 12 COM AR,7,RSP : 2125358,1,2015-06-24T17:21:10,303.0,0.0,303.0,6,2015,0,,,0,['0'],,2967,0
SÁGUAS MORAES,160630.0,409.0,2015.0,MT,PT,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: ZG5MNX,0,2015-02-26T00:00:00,81.68,0.0,81.68,2,2015,0,SÁGUAS MORAES,BSB/CGB,0,['0'],,2347,952156
JAQUELINE RORIZ,97822.0,409.0,2011.0,DF,PMN,54,4,"Consultancy, research and technical work",0,,GUIMARÃES PARENTE ADVOGADOS,14070828000120,00065,0,2013-03-12T00:00:00,15000.0,0.0,15000.0,3,2013,0,,,1013115,[nan],0.0,2382,5048830
BETO ALBUQUERQUE,73478.0,490.0,2011.0,RS,PSB,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-X7YJ6P,0,2010-06-23T00:00:00,-508.62,0.0,-508.62,6,2010,0,ALBUQUERQUE/LUIZ,CANCELAMENTO,0,['0'],,1450,0
EDUARDO DA FONTE,141421.0,156.0,2019.0,PE,PP,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2144.092312,0,2017-03-15T00:00:00,50.0,0.0,50.0,3,2017,0,EDUARDO DA FONTE,REC/BSB,0,['0'],,1822,1426801
DANIEL COELHO,178916.0,144.0,2019.0,PE,PPS,55,3,Fuels and lubricants,1,Veículos Automotores,JLI COMBUSTIVEL LTDA,35353465000100,199546,4,2018-12-16T00:00:00,100.0,0.0,100.0,12,2018,0,,,1567502,[nan],0.0,3071,6762600
MÁRCIO FRANÇA,141497.0,368.0,2011.0,SP,PSB,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5417404,0,2014-04-15T00:00:00,44.96,0.0,44.96,4,2014,0,,,0,['0'],,1886,0
JORGE TADEU MUDALEN,73535.0,363.0,2015.0,SP,DEM,54,15,Automotive vehicle renting or watercraft charter,0,,CENTROVIAS SISTEMAS RODOVIARIOS S/A,2555926000179,671785,1,2013-07-12T00:00:00,6.9,0.0,6.9,7,2013,0,,,1047221,[nan],0.0,763,5176750
CARLOS MELLES,74651.0,226.0,2015.0,MG,DEM,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: NJI5JK,0,2014-08-06T00:00:00,313.47,0.0,313.47,8,2014,0,MARIADANIELLA SILVA,CNF/BSB,0,['0'],,985,914318
MARCO ANTÔNIO CABRAL,178942.0,319.0,2015.0,RJ,MDB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Comp-957-4554.827057,0,2017-04-06T00:00:00,-554.0,0.0,-554.0,4,2017,0,MARCO ANTÔNIO CABRAL,BSB/BSB,0,['0'],,3055,1437475
FAUSTO PINATO,66828.0,355.0,2019.0,SP,PP,55,14,"Lodging, except for congressperson from Distrito Federal",0,,NIKKEY PALACE HOTEL S/A.,43828581000167,00066340,0,2016-03-14T00:00:00,199.5,0.0,199.5,3,2016,0,,,1290375,[nan],0.0,2917,5995946
STEFANO AGUIAR,92776.0,267.0,2019.0,MG,PSD,55,3,Fuels and lubricants,1,Veículos Automotores,PIO XII COMBUSTIVEIS LTDA,26324136000140,214418,0,2018-04-26T00:00:00,100.0,0.0,100.0,4,2018,0,,,1498336,[nan],0.0,2430,6587951
JOÃO MAIA,141459.0,124.0,2019.0,RN,PR,54,3,Fuels and lubricants,1,Veículos Automotores,ARCO IRIS PETROLEO COMERCIO E SERVIÇOS LTDA,480025000130,166362,0,2013-08-28T00:00:00,50.0,0.0,50.0,8,2013,0,,,1054314,[nan],0.0,1857,5206192
MIRIQUINHO BATISTA,160644.0,35.0,2011.0,PA,PT,54,10,Telecommunication,0,,RAMAL,6,3952441,0,2011-12-24T00:00:00,302.57,0.0,302.57,12,2011,0,,,0,['0'],,2360,0
CAIO NARCIO,178891.0,225.0,2015.0,MG,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO IMPERADOR LTDA,25331455000110,217317,0,2016-03-27T00:00:00,204.81,0.0,204.81,4,2016,0,,,1281016,[nan],0.0,2990,5967189
OSMAR TERRA,73692.0,497.0,2019.0,RS,MDB,56,10,Telecommunication,0,,RAMAL,6,5556226,0,,140.47,0.0,140.47,11,2014,0,,,0,['0'],,1514,0
FLÁVIO DINO,141436.0,76.0,2007.0,MA,PCdoB,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: OYP79D,0,2010-05-31T00:00:00,593.04,0.0,593.04,5,2010,0,SOUSA/KARLA,SLZG3IMPG3SLZ,0,['0'],,1838,0
INOCÊNCIO OLIVEIRA,74421.0,145.0,2011.0,PE,PR,54,10,Telecommunication,0,,RAMAL,6,5545560,0,,175.21,0.0,175.21,11,2014,0,,,0,['0'],,107,0
PROFESSORA DORINHA SEABRA REZENDE,160639.0,67.0,2019.0,TO,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,BRASAL COMBUSTIVEIS LTDA,97626000320,3891,0,2016-12-05T00:00:00,268.19,0.0,268.19,12,2016,0,,,1343610,[nan],0.0,2300,6164264
RAIMUNDO GOMES DE MATOS,74216.0,102.0,2015.0,CE,PSDB,54,11,Postal services,0,,CORREIOS - SEDEX 10,7,RSP : 1229219,1,2011-11-03T11:27:53,40.0,0.0,40.0,11,2011,0,,,0,['0'],,1244,0
FÉLIX MENDONÇA,74542.0,191.0,2007.0,BA,DEM,53,10,Telecommunication,0,,TELEMAR NORTE LESTE S/A,33000118000179,00000524847,0,2009-10-20T00:00:00,144.22,0.0,144.22,10,2009,0,,,435543,[nan],0.0,671,1715068
RICARDO TRIPOLI,141472.0,384.0,2015.0,SP,PSDB,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: K3LB8V,0,2009-10-22T00:00:00,377.62,0.0,377.62,10,2009,0,TRIPOLI/RICARDO,CGHG3BSB,0,['0'],,1923,0
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,54,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO E MECANICA BARÃO LTDA,75176859000155,498472,0,2014-08-16T00:00:00,76.02,0.0,76.02,8,2014,0,,,1137156,[nan],0.0,2299,5498225
ODAIR CUNHA,74159.0,269.0,2019.0,MG,PT,53,2,"Locomotion, meal and lodging",0,,HOTEL FERNANDÃO LTDA,20680252000116,067949,0,2009-03-31T00:00:00,60.0,0.0,60.0,3,2009,0,,,391239,[nan],0.0,1625,1571161
JANETE ROCHA PIETÁ,141455.0,358.0,2011.0,SP,PT,53,15,Automotive vehicle renting or watercraft charter,0,,COOBRÁS,521294000105,78897,1,2009-12-04T00:00:00,39.0,0.0,39.0,12,2009,0,,,442861,[nan],0.0,1852,1739834
ZÉ SILVA,160632.0,271.0,2019.0,MG,SOLIDARIEDADE,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: XCRYVM,0,2017-11-27T00:00:00,502.93,0.0,502.93,11,2017,0,ZÉ SILVA,BSB/CGB,0,['0'],,2231,1511194
VANDER LOUBET,74376.0,438.0,2019.0,MS,PT,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: ACUHPK,0,2010-05-03T00:00:00,394.42,0.0,394.42,5,2010,0,SANTOS/VANDER,SDUG3BSB,0,['0'],,1697,0
EDINHO BEZ,73793.0,532.0,2015.0,SC,MDB,53,13,Congressperson meal,0,,ILHA DO CABO VERDE,7180696000124,049296,0,2009-08-28T00:00:00,13.2,0.0,13.2,8,2009,0,,,423056,[nan],0.0,1005,1671996
JILMAR TATTO,141456.0,360.0,2011.0,SP,PT,54,10,Telecommunication,0,,NET SAO PAULO LTDA,65697161000121,000427264,0,2011-12-01T00:00:00,97.61,0.0,97.61,12,2011,0,,,584726,[nan],0.0,1853,2233131
CARMEN ZANOTTO,164360.0,477.0,2019.0,SC,PPS,55,11,Postal services,0,,CORREIOS - ENCOMENDA PAC,7,RSP : 2241728,1,2018-04-18T12:28:27,319.77,0.0,319.77,4,2018,0,,,0,['0'],,2433,0
MARCO MAIA,133373.0,496.0,2015.0,RS,PT,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO NOVA ITÁLIA,94040953000127,6352,0,2017-04-15T00:00:00,100.0,0.0,100.0,4,2017,0,,,1385111,[nan],0.0,1742,6280581
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,11,Postal services,0,,CORREIOS - CARTA SIMPLES,7,RSP : 1191091,1,2011-02-16T09:54:33,183.05,0.0,183.05,2,2011,0,,,0,['0'],,1010,0
LUIZ CARLOS,160645.0,17.0,2019.0,AP,PSDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2464.927221,0,2013-03-18T00:00:00,130.0,0.0,130.0,3,2013,0,LUIZ CARLOS,MCP/BSB,0,['0'],,2302,654368
PERPÉTUA ALMEIDA,73943.0,58.0,2019.0,AC,PCdoB,56,10,Telecommunication,0,,RAMAL,6,5360844,0,,96.34,0.0,96.34,3,2014,0,,,0,['0'],,1645,0
SIBÁ MACHADO,160613.0,58.0,2015.0,AC,PT,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: PEES3Q,0,2012-11-22T00:00:00,48.9,0.0,48.9,11,2012,0,SIBÁ MACHADO,BSB/SDU,0,['0'],,2398,0
OSMAR JÚNIOR,141514.0,116.0,2011.0,PI,PCdoB,53,15,Automotive vehicle renting or watercraft charter,0,,R.F.DE ASSUNÇÃO JUNIOR,633937000102,0447,1,2009-10-22T00:00:00,5000.0,0.0,5000.0,10,2009,0,,,432719,[nan],0.0,1900,1705696
BENJAMIN MARANHÃO,74040.0,131.0,2015.0,PB,MDB,55,3,Fuels and lubricants,1,Veículos Automotores,FAUSTO ALMEIDA COM. DE COMBUSTÍVEIS,6299899000171,176434,0,2017-03-07T00:00:00,50.02,0.0,50.02,3,2017,0,,,1365719,[nan],0.0,1545,6229686
MARGARIDA SALOMÃO,171619.0,237.0,2019.0,MG,PT,55,1,Maintenance of office supporting parliamentary activity,0,,CONDOMINIO DO EDIFICIO SOLAR RIO BRANCO,26121772000175,1501521,1,2017-12-10T00:00:00,180.2,0.0,180.2,12,2017,0,,,1467201,[nan],0.0,2815,6508551
MILTON MONTI,74787.0,374.0,2015.0,SP,PR,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2130.028771,0,2016-05-19T00:00:00,612.53,0.0,612.53,5,2016,0,MILTON MONTI,BSB/CGH,0,['0'],,1405,1313949
MARINA MAGGESSI,141505.0,314.0,2007.0,RJ,PPS,53,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVERIS PARA VEICULOS LTDA,306597000520,94562,0,2010-12-07T00:00:00,80.0,0.0,80.0,12,2010,0,,,508946,[nan],0.0,1890,1974113
RODRIGO DE CASTRO,141531.0,268.0,2019.0,MG,PSDB,56,10,Telecommunication,0,,RAMAL,6,5882016,0,,99.04,0.0,99.04,10,2015,0,,,0,['0'],,1928,0
EDGAR MOURY,141416.0,154.0,2007.0,PE,PMDB,53,10,Telecommunication,0,,RAMAL,6,3952299,0,2010-09-20T00:00:00,160.87,0.0,160.87,9,2010,0,,,0,['0'],,1817,0
RONALDO BENEDET,160515.0,484.0,2015.0,SC,MDB,54,15,Automotive vehicle renting or watercraft charter,0,,ZANONI VIAGENS E TURISMO LTDA,3669310000191,00244,0,2013-08-19T00:00:00,80.0,0.0,80.0,8,2013,0,,,1052799,[nan],0.0,2354,5199973
DANILO CABRAL,160528.0,148.0,2019.0,PE,PSB,55,3,Fuels and lubricants,1,Veículos Automotores,AV. Combustíveis LTDA,2162112000255,234653,0,2017-07-13T00:00:00,195.0,0.0,195.0,7,2017,0,,,1406387,[nan],0.0,2402,6342560
SHÉRIDAN,178961.0,8.0,2019.0,RR,PSDB,55,9,Flight tickets,0,,Adria viagens e turismo LTDA ME,16978175000108,9572111636709,0,2015-05-26T00:00:00,3008.98,0.0,3008.98,5,2015,0,LUIZA FERNANDA LOPES TÁVORA;,BSB-BVB-BVB-BSB,1205107,[nan],0.0,2969,5722000
FERNANDO COELHO FILHO,141431.0,158.0,2019.0,PE,DEM,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO SÃO CRISTÓVÃO,379619000159,31236,0,2009-07-04T00:00:00,215.34,0.0,215.34,7,2009,0,,,412781,[nan],0.0,1833,1637456
HENRIQUE FONTANA,73482.0,498.0,2019.0,RS,PT,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: RK4PTJ,0,2018-01-04T00:00:00,700.93,0.0,700.93,1,2018,0,HENRIQUE FONTANA,BSB/POA,0,['0'],,1454,1529015
ARTHUR LIRA,160541.0,162.0,2019.0,AL,PP,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127BD6DHA,0,2011-10-11T00:00:00,354.56,0.0,354.56,10,2011,0,ARTHUR LIRA,BSB/ GIG,0,['0'],,2377,0
JUNJI ABE,160544.0,610.0,2015.0,SP,MDB,54,122,"Taxi, toll and parking",0,,CONCESS. DA RODOVIA PRESIDENTE DUTRA S.A.,861626000192,145637,1,2014-08-29T00:00:00,10.9,0.0,10.9,8,2014,0,,,1139961,[nan],0.0,2332,5511052
IBSEN PINHEIRO,133853.0,492.0,2007.0,RS,PMDB,53,3,Fuels and lubricants,1,Veículos Automotores,*POSTO DO MÁRIO* - MARIANE KRAUSPENHAR,4324790000111,050168,0,2009-10-18T01:00:00,30.0,0.0,30.0,10,2009,0,,,434508,[nan],0.0,427,1710091
JOSE STÉDILE,160607.0,506.0,2015.0,RS,PSB,55,10,Telecommunication,0,,CELULAR FUNCIONAL,1,6147471,0,2015-07-15T00:00:00,31.22,0.0,31.22,6,2015,0,,,0,['0'],,2345,0
MARCELO ITAGIBA,141495.0,311.0,2007.0,RJ,PSDB,53,1,Maintenance of office supporting parliamentary activity,0,,NISE NAHID DE CARVALHO,70230684734,000000,1,2009-10-20T00:00:00,1816.96,0.0,1816.96,10,2009,0,,,432760,[nan],0.0,1883,1705802
ANGELO VANHONI,141381.0,453.0,2011.0,PR,PT,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2475.346086,0,2013-09-04T00:00:00,995.55,0.0,995.55,9,2013,0,ANGELO VANHONI,BSB/CWB,0,['0'],,1781,793919
HUGO MOTTA,160674.0,132.0,2019.0,PB,PRB,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127D5N46V,0,2011-09-23T00:00:00,492.23,0.0,492.23,9,2011,0,HUGO MOTTA,JPA/ BSB,0,['0'],,2271,0
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,54,11,Postal services,0,,CORREIOS - TELEGRAMA,7,RSP : 2049775,1,2013-11-11T13:58:52,9.61,0.0,9.61,11,2013,0,,,0,['0'],,1810,0
JOÃO CARLOS BACELAR,141458.0,187.0,2019.0,BA,PR,53,3,Fuels and lubricants,1,Veículos Automotores,PETROIL COMBUSTÍVEIS,2072286000650,003625,0,2009-11-04T00:00:00,173.04,0.0,173.04,11,2009,0,,,434772,[nan],0.0,1856,1712440
MARCELO ARO,146788.0,236.0,2019.0,MG,PHS,55,1,Maintenance of office supporting parliamentary activity,0,,CEMIG DISTRIBUIÇÃO S.A,6981180000116,002755571,0,2015-12-16T00:00:00,260.65,0.0,260.65,12,2015,0,,,1262865,[nan],0.0,3015,5910819
DALVA FIGUEIREDO,141502.0,9.0,2011.0,AP,PT,54,10,Telecommunication,0,,VIVO S.A,2449992015510,000037622,0,2011-04-07T00:00:00,11.17,0.84,10.33,4,2011,0,,,534994,[nan],0.0,1808,2061033
CARMEN ZANOTTO,164360.0,477.0,2019.0,SC,PPS,54,15,Automotive vehicle renting or watercraft charter,0,,SINPETAXI-DF,31708000100,134,1,2013-05-29T00:00:00,14.0,0.0,14.0,5,2013,0,,,1034749,[nan],0.0,2433,5130754
MANUELA D'ÁVILA,141492.0,494.0,2011.0,RS,PCdoB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2708.438940,0,2013-11-05T00:00:00,100.0,0.0,100.0,11,2013,0,MANUELA D'ÁVILA,BSB/BSB,0,['0'],,1882,745438
ROGÉRIO MARINHO,141535.0,124.0,2015.0,RN,PSDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 2472437630899,0,2018-04-12T00:00:00,1119.77,0.0,1119.77,4,2018,0,FRANCISCO DANTAS,NAT/BSB/NAT,0,['0'],,1931,1553592
ERIKA KOKAY,160575.0,407.0,2019.0,DF,PT,55,11,Postal services,0,,CORREIOS - ENCOMENDA PAC,7,RSP : 2177644,1,2016-09-27T11:29:45,10.96,0.0,10.96,9,2016,0,,,0,['0'],,2403,0
RODRIGO DE CASTRO,141531.0,268.0,2019.0,MG,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597004518,27936,0,2017-06-06T00:00:00,87.35,0.0,87.35,6,2017,0,,,1394018,[nan],0.0,1928,6307027
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,53,10,Telecommunication,0,,RAMAL,6,3952269,0,2010-06-12T00:00:00,120.42,0.0,120.42,6,2010,0,,,0,['0'],,1810,0
LUCIANA GENRO,74397.0,506.0,2007.0,RS,PSOL,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO BR NONOAI,5760835000163,156913,0,2010-03-09T00:00:00,100.0,0.0,100.0,3,2010,0,,,459823,[nan],0.0,1587,1797014
MENDONÇA PRADO,74056.0,179.0,2011.0,SE,DEM,53,15,Automotive vehicle renting or watercraft charter,0,,LOCALIZA RENT A CAR S/A,16670085017805,010397,1,2009-10-03T00:00:00,221.1,0.0,221.1,10,2009,0,,,428647,[nan],0.0,1615,1691442
WALTER IHOSHI,141560.0,518.0,2015.0,SP,PSD,53,3,Fuels and lubricants,1,Veículos Automotores,GASOL,603738000305,240763,0,2009-06-30T00:00:00,142.31,0.0,142.31,6,2009,0,,,408167,[nan],0.0,1956,1618267
VILSON COVATTI,141870.0,516.0,2011.0,RS,PP**,54,15,Automotive vehicle renting or watercraft charter,0,,UNIVIAS,2414599000135,SN,1,2012-09-15T00:00:00,6.7,0.0,6.7,9,2012,0,,,642321,[nan],0.0,1966,2413193
MARCELO ÁLVARO ANTÔNIO,179000.0,235.0,2019.0,MG,PSL,55,13,Congressperson meal,0,,RESTAURANTE DAS MINAS LTDA,4277081000122,93367,0,2017-09-20T00:00:00,30.78,0.0,30.78,9,2017,0,,,1424242,[nan],0.0,2934,6393455
LEANDRE,178832.0,453.0,2019.0,PR,PV,55,14,"Lodging, except for congressperson from Distrito Federal",0,,PORTAL HOTEL E RESTAURANTE LTDA,9162171000191,006200,0,2017-02-10T00:00:00,85.0,0.0,85.0,2,2017,0,,,1358118,[nan],0.0,3044,6208796
LEANDRE,178832.0,453.0,2019.0,PR,PV,55,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL COM AR,7,RSP : 2144792,1,2015-11-25T16:31:18,43.95,0.0,43.95,11,2015,0,,,0,['0'],,3044,0
CARLOS ALBERTO LERÉIA,74290.0,415.0,2011.0,GO,PSDB,53,1,Maintenance of office supporting parliamentary activity,0,,ALENCAR IMÓVEIS,37307600000107,39/49,1,2010-03-01T00:00:00,1500.0,0.0,1500.0,2,2010,0,,,456970,[nan],0.0,1551,1787918
NEILTON MULIM,141510.0,315.0,2011.0,RJ,PR,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO SANTA MARIA DA FEIRA LTDA.,36193142000160,012463,0,2010-05-03T00:00:00,29.99,0.0,29.99,5,2010,0,,,480400,[nan],0.0,1897,1870646
VITOR LIPPI,178992.0,399.0,2019.0,SP,PSDB,55,122,"Taxi, toll and parking",0,,SINPETAXI,31708000100,s/n,1,2015-08-26T00:00:00,25.0,0.0,25.0,8,2015,0,,,1220894,[nan],0.0,2954,5774073
BENJAMIN MARANHÃO,74040.0,131.0,2015.0,PB,MDB,55,3,Fuels and lubricants,1,Veículos Automotores,DN COMERCIO DE COMBUSTIVEIS LTDA,9125965000185,537116,4,2018-04-08T00:00:00,200.0,0.0,200.0,4,2018,0,,,1483248,[nan],0.0,1545,6549919
EDUARDO SCIARRA,74382.0,461.0,2011.0,PR,PSD,54,10,Telecommunication,0,,RAMAL,6,5176766,0,,38.06,0.0,38.06,8,2013,0,,,0,['0'],,1626,0
BONIFÁCIO DE ANDRADA,74650.0,222.0,2015.0,MG,DEM,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: A8DW9S,0,2013-01-18T00:00:00,195.37,0.0,195.37,1,2013,0,BONIFÁCIO DE ANDRADA,CNF/BSB,0,['0'],,191,615083
JÚLIO CAMPOS,160519.0,399.0,2011.0,MT,DEM,54,9,Flight tickets,0,,TRIP LINHAS AEREAS,2428624000130,6612102933346,0,2012-06-27T00:00:00,221.47,0.0,221.47,6,2012,0,,BRASÍLIA/CUIABÁ,622469,[nan],0.0,369,2350663
MAURO NAZIF,141508.0,49.0,2019.0,RO,PSB,53,9,Flight tickets,0,,AVIANCA LINHAS AÉREAS,2575829000148,110985782,0,2010-05-11T00:00:00,395.42,0.0,395.42,5,2010,0,,Porto Velho - Brasilia,481716,[nan],0.0,1893,1875777
AFONSO MOTTA,178835.0,490.0,2019.0,RS,PDT,55,13,Congressperson meal,0,,Quiosque e Restaurante Passo Ltda ME,19256183000139,4713,0,2017-05-05T00:00:00,39.6,0.0,39.6,5,2017,0,,,1383485,[nan],0.0,2880,6278388
SEVERIANO ALVES,74641.0,215.0,2007.0,BA,PMDB,53,10,Telecommunication,0,,GLOBAL VILLAGE TELECOM,3420926008966,931,0,2010-03-02T00:00:00,406.36,0.0,406.36,2,2010,0,,,466211,[nan],0.0,1171,1818926
RONALDO CARLETTO,178861.0,216.0,2019.0,BA,PP,55,11,Postal services,0,,CORREIOS - ENCOMENDA PAC COM AR,7,RSP : 2131936,1,2015-08-18T11:57:03,48.71,0.0,48.71,8,2015,0,,,0,['0'],,3000,0
ABELARDO CAMARINHA,141463.0,329.0,2011.0,SP,PSB,54,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO FAFA LTDA,43101724000134,019300,0,2012-03-05T00:00:00,180.0,0.0,180.0,3,2012,0,,,601990,[nan],0.0,1772,2283756
PAULO RUBEM SANTIAGO,74047.0,554.0,2011.0,PE,PDT,53,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1139430,1,2010-03-29T17:13:12,31.92,0.0,31.92,3,2010,0,,,0,['0'],,1643,0
FRANKLIN,186775.0,544.0,2015.0,MG,PP,55,13,Congressperson meal,0,,LANCHONETE  E  RESTAURANTE  BELVEDERE LTDA,21449780000121,034744,0,2017-10-17T00:00:00,45.0,0.0,45.0,10,2017,0,,,1440082,[nan],0.0,3118,6434477
ADEMIR CAMILO,133374.0,520.0,2015.0,MG,MDB,55,11,Postal services,0,,EMP. BRAS. DE CORREIOS E TELEGRAFOS,21789243000120,0699,1,2016-01-13T00:00:00,24.1,0.0,24.1,1,2016,0,,,1257081,[nan],0.0,1744,5892220
ASSIS CARVALHO,159237.0,111.0,2019.0,PI,PT,54,11,Postal services,0,,CORREIOS - SEDEX 10 COM AR,7,RSP : 2094725,1,2014-10-16T16:44:55,73.7,0.0,73.7,10,2014,0,,,0,['0'],,2338,0
SÁGUAS MORAES,160630.0,409.0,2015.0,MT,PT,55,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 2224464,1,2017-10-25T16:37:26,31.26,0.0,31.26,10,2017,0,,,0,['0'],,2347,0
ALFREDO KAEFER,141454.0,451.0,2015.0,PR,PP,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952491,0,2012-06-10T00:00:00,164.19,0.0,164.19,6,2012,0,,,0,['0'],,1776,0
FÁBIO TRAD,160587.0,436.0,2019.0,MS,PSD,54,5,Publicity of parliamentary activity,0,,DRCOSTAS JORNALISMO LTDA-ME,12593551000195,00001164,0,2013-11-04T00:00:00,1000.0,0.0,1000.0,11,2013,0,,,1073264,[nan],0.0,2272,5275030
JUNJI ABE,160544.0,610.0,2015.0,SP,MDB,54,1,Maintenance of office supporting parliamentary activity,0,,KALUNGA COM E INF GRAFICA LTDA,43283811006514,010142,0,2011-08-01T00:00:00,159.2,0.0,159.2,8,2011,0,,,557583,[nan],0.0,2332,2136387
